"PSC.0228"	"PSC.0187"	"PSC.0188"	"PSC.0174"	"PSC.0190"	"PSC.0231"	"PSC.0230"	"PSC.0219"	"PSC.0177"	"PSC.0186"	"PSC.0209"	"PSC.0203"
"g17416.t1"	21	31	155	0	3	126	3	12	11	4	25	12
"g21638.t1"	1322	1902	2009	1090	795	2884	3667	2903	2615	3122	4199	2652
"g17109.t1"	160	131	182	16	32	33	223	75	48	95	58	63
"g20999.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g20065.t1"	0	2	0	0	0	0	0	0	0	0	0	0
"g4603.t1"	162	120	95	98	70	42	517	228	188	443	495	343
"g4138.t1"	180	133	181	146	43	92	461	249	235	290	576	217
"g14335.t1"	0	0	0	267	6	13	16	0	0	439	0	35
"g6168.t1"	0	34	33	0	0	15	46	0	0	0	0	58
"g9933.t1"	6	13	13	0	0	0	27	15	10	15	28	0
"g2060.t1"	87	101	237	152	39	256	955	781	417	711	767	409
"g14149.t1"	22	0	0	7	0	0	4	0	0	0	0	0
"g17780.t1"	69	91	82	32	14	35	206	163	97	187	69	122
"g14337.t1"	273	197	111	129	54	233	746	594	405	280	542	450
"g21850.t1"	2624	1719	1877	1255	1653	1577	1336	1284	1250	808	1292	1014
"g19417.t1"	1283	1019	591	599	833	810	448	566	724	338	464	257
"g23300.t1"	251	188	173	73	301	234	138	93	95	253	156	110
"g3708.t1"	0	0	0	7	0	0	0	0	0	0	0	0
"g9931.t1"	0	0	0	3	0	0	4	0	0	0	0	0
"g22776.t1"	8	29	18	12	0	5	58	31	50	113	0	47
"g21301.t1"	0	0	0	0	0	0	0	0	0	0	0	2
"g19085.t1"	26	20	3911	24	15	17	3	8	41	49	90	0
"g12735.t1"	53	140	116	53	29	64	245	171	139	204	85	101
"g12778.t1"	555	436	383	339	392	285	647	367	352	461	419	488
"g16851.t1"	3	7	0	0	0	0	0	0	0	0	0	0
"g20614.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g17782.t1"	1707	407	616	439	639	800	286	107	130	241	132	164
"g9125.t1"	7	0	0	0	0	0	0	0	0	0	0	0
"g21784.t1"	49	19	0	0	0	8	0	0	6	0	0	2
"g14551.t1"	13	37	66	0	0	59	2	10	0	0	0	2
"g10464.t1"	0	16	0	0	0	11	0	0	0	0	0	13
"g10464.t3"	347	543	380	112	227	302	387	326	226	399	170	345
"g10464.t2"	32	45	31	0	28	26	8	14	40	8	0	30
"g10464.t4"	2	3	2	2	2	4	2	1	6	3	0	2
"g6320.t1"	9	75	42	16	0	57	222	170	48	147	70	99
"g12328.t1"	4394	2865	4193	4076	3455	3843	6355	4022	4396	3510	2465	2938
"g6967.t1"	0	0	0	0	0	0	0	0	0	0	3	0
"g1278.t1"	0	2	0	1	0	0	3	0	1	1	0	4
"g2374.t1"	40	50	24	30	24	0	26	53	41	42	125	54
"g5637.t1"	135	109	80	81	46	81	136	158	150	214	112	178
"g18001.t1"	20	108	155	11	4	260	20	25	65	41	51	41
"g17235.t1"	5	0	0	8	11	0	0	0	0	0	0	0
"g9409.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g12746.t1"	0	0	18	0	0	7	59	33	17	72	12	66
"g18291.t1"	4	8	19	0	0	18	71	15	13	14	0	19
"g20616.t1"	0	0	0	0	0	0	0	0	1	0	0	1
"g9216.t1"	804	234	1061	1222	580	803	1733	774	2005	1450	1353	982
"g9127.t1"	0	0	0	2	0	0	0	0	0	4	0	0
"g7822.t1"	476	315	351	361	294	290	454	341	300	388	123	184
"g7383.t1"	0	7	0	4	3	0	342	1389	146	1944	219	597
"g4440.t1"	31	225	99	7	0	71	38	16	0	0	0	24
"g22986.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g22986.t2"	59	58	29	8	0	24	25	25	0	0	0	73
"g10042.t1"	2773	780	1003	2499	3770	2358	214	163	106	161	10	122
"g9214.t1"	86	290	2229	0	33	2309	49	52	240	22	95	51
"g7820.t1"	262	376	235	430	66	100	388	252	307	511	178	398
"g1133.t1"	155	327	962	56	72	1836	61	111	90	17	193	134
"g14166.t1"	2	1	1	1	1	1	1	1	1	0	1	1
"g22984.t1"	157	302	220	130	34	129	812	491	475	487	683	564
"g220.t1"	33	41	32	35	27	27	108	90	72	68	102	87
"g11688.t1"	3	6	22	22	9	3	2	6	3	4	0	13
"g14274.t1"	300	224	233	175	187	219	214	126	172	173	121	173
"g1131.t1"	678	395	705	1088	732	735	1528	920	337	552	674	408
"g4105.t1"	36	88	51	106	39	28	288	213	137	218	69	218
"g7120.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g13462.t1"	277	201	222	221	91	89	830	701	462	830	417	611
"g15360.t1"	12	19	0	0	0	4	0	4	4	0	0	0
"g3933.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g8960.t1"	0	42	0	0	0	0	0	4	8	0	0	0
"g13447.t1"	209	243	285	228	79	94	783	531	572	646	495	533
"g14276.t1"	10	34	49	5	0	27	25	26	1	23	52	8
"g20820.t1"	27	42	91	27	0	29	81	87	36	67	26	84
"g12523.t1"	1212	959	524	1001	577	642	1717	1468	1262	1362	1285	988
"g12523.t2"	106	534	440	75	0	255	207	82	5	25	154	137
"g15536.t1"	0	481	230	156	0	0	558	0	0	313	0	0
"g15536.t2"	146	0	0	0	95	255	0	195	105	0	115	379
"g3805.t1"	9	0	0	0	3	1	2	0	0	0	0	0
"g23980.t1"	19	33	74	105	25	227	47	81	147	213	115	253
"g2062.t1"	1509	1556	1397	1082	861	1173	1990	1367	1567	1601	1759	1282
"g13445.t1"	185	194	190	342	138	201	646	402	418	267	415	317
"g2920.t1"	19	35	17	0	0	7	47	17	10	31	0	14
"g4760.t1"	17	1	0	0	8	14	0	0	0	0	0	0
"g9735.t1"	1248	1118	989	1148	1452	1224	1134	1087	1275	849	1013	909
"g13384.t1"	738	734	686	341	653	699	686	439	313	609	97	526
"g19415.t1"	0	0	5	0	0	0	1	0	0	1	0	0
"g3807.t1"	0	4	0	0	0	3	0	0	0	0	0	3
"g12521.t1"	57	0	14	26	0	8	109	40	34	58	44	80
"g22455.t1"	3	16	0	0	0	0	65	22	9	31	57	38
"g10040.t1"	0	0	0	2	0	0	0	0	0	0	0	0
"g10601.t1"	68	62	12	32	29	34	133	41	169	331	316	175
"g14340.t1"	2285	2133	10665	1774	2938	8189	226	180	925	60	362	480
"g21772.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g2759.t1"	22	24	55	60	12	27	187	131	74	86	150	55
"g21910.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g4762.t1"	228	107	175	69	146	190	222	137	76	210	68	139
"g10603.t1"	378	358	387	546	206	237	562	541	428	610	903	459
"g1509.t1"	0	8	9	0	0	0	16	0	0	0	0	0
"g858.t1"	5	0	19	17	0	0	0	14	3	10	0	0
"g19507.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g19529.t1"	10	94	10	9	9	25	14	8	0	7	0	22
"g16490.t1"	0	0	0	3	0	0	22	0	0	5	0	22
"g5879.t1"	10	11	11	0	0	0	22	19	25	24	0	0
"g4741.t1"	0	0	4	0	0	0	0	0	4	0	0	0
"g15362.t1"	2367	1293	1359	1304	1413	1341	1389	717	1011	885	1244	761
"g2376.t1"	155	79	105	143	111	125	258	218	224	235	180	196
"g7197.t1"	3	1	0	2	2	0	6	15	1	9	9	9
"g12255.t1"	220	125	71	409	63	13	67	40	14	199	37	37
"g7355.t1"	362	287	94	459	12	6059	158	447	261	558	239	1208
"g23485.t1"	31	216	95	62	36	38	798	731	545	964	660	475
"g9172.t1"	1314	1248	1058	1319	825	603	2407	1713	1611	2477	3119	1741
"g879.t1"	34	280	121	19	0	159	30	17	0	16	50	41
"g13195.t1"	210	229	170	211	65	99	635	420	307	406	274	374
"g18314.t1"	241	428	361	21	13	1028	30	16	36	0	0	30
"g5186.t2"	1	4	2	1	1	1	6	8	7	19	0	3
"g5186.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g12257.t1"	6	5	0	9	0	0	0	4	6	5	0	2
"g17537.t1"	5559	11793	5636	626	4794	9398	36	134	79	29	425	71
"g22372.t1"	0	19	100	0	0	165	0	0	6	0	0	12
"g6788.t1"	0	3	0	0	0	0	0	0	0	0	2	0
"g13197.t1"	0	0	4	0	0	0	13	22	0	19	26	19
"g3198.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g21912.t1"	36	6	24	11	33	8	19	13	15	2	0	6
"g3148.t1"	6667	5873	8193	12779	6575	3378	34517	36215	13551	43704	13868	28910
"g7027.t1"	2	0	0	1	0	9	0	0	0	4	0	0
"g19684.t1"	0	18	20	30	82	36	0	0	0	0	0	9
"g15895.t1"	245	105	116	58	139	104	79	31	31	42	29	23
"g11228.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g12055.t1"	29	87	37	13	22	45	8	2	3	2	0	0
"g13315.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g16606.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g23525.t1"	121	32	170	3	14	0	245	137	38	16	0	218
"g9703.t1"	1035	327	498	2943	1640	1015	281	87	135	105	9	34
"g6995.t1"	0	34	0	0	1	6	3	3	0	0	0	0
"g1972.t1"	122	307	264	67	46	112	704	266	58	391	181	445
"g9195.t1"	1	0	0	0	0	0	0	0	0	0	0	0
"g16744.t1"	0	4	4	1	0	3	0	0	0	0	0	0
"g5841.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g16709.t1"	0	9	0	0	0	0	0	0	0	0	0	0
"g14745.t1"	10	10	6	0	0	10	22	16	11	30	0	16
"g21895.t1"	0	0	1	2	0	0	0	0	1	0	0	0
"g17535.t1"	42	52	38	0	0	37	0	15	5	0	0	0
"g18356.t1"	607	498	491	654	337	608	1177	704	944	1067	667	799
"g21709.t1"	1	8	2	0	11	0	1	4	0	0	0	0
"g6997.t1"	0	4	0	1	0	7	1	0	0	3	0	0
"g13136.t2"	382	670	500	664	159	367	1879	713	992	753	270	1043
"g23982.t1"	144	250	193	122	95	107	713	321	190	540	680	470
"g21897.t1"	24	15	65	9	45	19	45	19	18	9	63	52
"g13136.t1"	846	309	661	1465	1245	846	1134	1216	131	1170	1549	418
"g2960.t1"	705	632	687	769	430	489	996	706	779	728	917	392
"g15793.t1"	472	205	247	14	13	10	204	91	42	30	0	34
"g14542.t1"	137	278	303	1207	461	253	516	461	329	389	550	483
"g21672.t1"	0	5	0	0	0	2	0	7	8	0	0	0
"g15122.t1"	15	11	5	6	53	8	19	14	6	4	33	24
"g5076.t1"	26	94	40	0	0	86	0	4	0	0	32	13
"g7778.t1"	526	49	263	37	0	85	27	11	0	30	0	66
"g9037.t1"	1540	1565	1690	1274	1261	1502	1236	301	326	94	204	393
"g4353.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g439.t1"	51	22	19	0	10	0	39	27	0	7	0	9
"g5074.t1"	50	41	56	84	27	30	47	31	107	41	13	27
"g12135.t1"	507	39	70	462	180	262	443	2	4	422	2	394
"g10319.t1"	508	826	466	383	150	351	1376	1012	1016	880	1290	929
"g16604.t1"	138	103	130	114	36	43	193	106	135	156	91	137
"g1970.t1"	39	169	189	64	39	161	407	139	90	293	119	302
"g5106.t1"	2855	2909	1958	1659	1850	1444	495	386	430	247	528	204
"g9699.t1"	6154	3271	5888	13170	4768	5913	2706	3661	7872	1513	3329	1992
"g5689.t1"	2151	751	1136	1109	1031	1122	1372	768	430	1035	762	512
"g2570.t1"	137	86	89	32	13	34	403	192	116	174	136	222
"g7828.t1"	27	28	102	15	13	6	295	89	63	132	0	102
"g5104.t1"	24	26	31	50	17	9	46	33	31	86	14	34
"g2591.t1"	0	4	12	4	0	0	0	0	0	0	0	6
"g13859.t1"	1035	883	688	727	732	905	679	380	756	496	797	392
"g21746.t1"	80	74	58	120	39	44	260	165	133	185	310	131
"g7715.t1"	597	355	288	548	556	271	302	351	187	177	146	239
"g14991.t1"	126	224	150	164	63	166	338	322	320	260	163	183
"g13134.t1"	11	0	0	0	0	10	0	1	1	0	0	0
"g2891.t1"	150	174	132	292	140	125	355	345	335	436	164	346
"g23141.t1"	93	58	74	0	11	61	522	215	182	412	40	315
"g15757.t1"	87	430	104	14	13	19	35	30	0	151	0	72
"g10055.t1"	20	33	14	17	0	7	29	9	31	23	0	32
"g21396.t1"	419	461	434	394	158	139	725	404	432	569	730	540
"g2593.t2"	14	2	1	0	0	0	0	0	0	0	0	0
"g12003.t1"	3	2	0	0	0	0	5	0	0	0	3	9
"g2593.t1"	1	0	11	0	0	0	0	0	17	0	0	0
"g7717.t1"	3244	1924	1445	3697	3514	1572	2472	1353	1099	547	1559	877
"g14993.t1"	75	255	1213	3	14	698	1	44	81	11	2	11
"g15368.t1"	972	2167	2342	672	493	3760	2030	1839	947	1195	1130	1274
"g17726.t1"	66	64	60	28	0	37	248	88	105	296	83	255
"g7901.t1"	83	86	33	83	15	47	81	47	182	65	85	86
"g9035.t1"	2663	1962	1818	1071	1689	527	1569	219	200	158	109	246
"g18452.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g7025.t1"	2	0	0	0	0	0	0	0	0	0	0	0
"g22798.t1"	618	617	519	362	250	318	645	342	282	560	116	281
"g21138.t1"	2080	2127	989	9905	3359	684	1953	1056	400	413	425	407
"g7025.t2"	0	0	0	0	0	0	0	0	0	0	0	0
"g15528.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g9702.t1"	229	71	171	416	384	341	152	148	147	58	176	101
"g1230.t1"	187	142	154	418	109	74	305	242	267	216	75	248
"g3920.t1"	6465	4272	3211	4935	3466	4632	900	1025	1865	788	921	887
"g23112.t1"	17027	20748	13330	15417	14296	17241	15214	10956	12367	14829	5977	13834
"g16816.t1"	433	425	604	666	309	409	646	228	183	444	510	347
"g6120.t1"	27	128	1176	10	16	1649	0	10	257	0	0	12
"g12178.t1"	55	98	87	64	17	53	185	193	123	179	212	198
"g14747.t1"	0	40	27	54	14	66	143	39	27	96	117	38
"g19959.t1"	345	474	490	167	207	295	766	439	524	652	631	480
"g165.t1"	5	13	24	0	0	5	0	19	0	0	0	41
"g20747.t1"	46	48	40	62	8	35	309	217	135	224	97	198
"g9336.t1"	13499	15708	9264	10289	9268	11994	10357	7545	8077	10249	10184	10244
"g13125.t1"	1284	719	930	852	1995	2049	849	684	986	610	575	808
"g3559.t1"	13	30	9	6	0	0	19	41	28	63	21	21
"g15120.t1"	0	0	0	0	0	0	100	6	62	0	0	0
"g3035.t1"	6	27	16	0	0	0	39	16	15	0	0	0
"g18749.t1"	427	314	360	749	114	311	2215	1873	2243	1327	1240	1094
"g11901.t1"	75	373	320	0	0	221	73	55	105	0	4	72
"g20745.t1"	1309	564	957	1947	1290	1750	1992	1846	2157	1556	2061	1097
"g11260.t1"	88	78	94	161	64	55	379	180	95	200	91	217
"g21187.t1"	95	126	181	75	46	159	220	201	53	278	232	168
"g21394.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g10057.t1"	0	0	0	0	0	0	0	0	0	0	0	7
"g10108.t1"	32	17	40	24	0	68	137	86	111	74	130	70
"g20637.t1"	0	0	8	4	1	0	3	2	3	3	0	2
"g21903.t1"	8898	12009	15301	10451	4418	10039	14963	12080	13028	12122	18558	12372
"g21185.t1"	66	54	84	5	8	26	39	17	10	15	0	12
"g11647.t1"	4791	1364	2212	1487	5467	5063	866	1263	1414	1012	1046	1797
"g1463.t1"	0	0	0	0	0	0	1	0	0	0	0	0
"g973.t1"	363	321	374	213	200	184	390	268	400	452	240	229
"g16823.t1"	31	26	43	10	11	0	193	188	60	319	265	134
"g20635.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g19540.t1"	270	75	64	95	268	121	89	136	51	62	1	48
"g13781.t1"	3648	2067	2204	2955	1951	2515	2690	2042	2331	1543	1631	1113
"g16821.t1"	108	148	230	52	28	170	753	588	310	409	320	385
"g6103.t1"	0	0	0	1	0	0	0	0	0	0	0	0
"g8522.t1"	11514	11664	7696	10693	11948	12527	9451	8732	7890	12175	7085	10650
"g7522.t2"	538	139	391	864	268	383	611	550	240	468	232	337
"g7522.t1"	15	146	0	0	0	0	0	0	21	34	101	107
"g4392.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g23143.t3"	0	56	15	0	0	23	11	7	0	9	0	5
"g23143.t2"	0	0	0	0	0	0	0	0	0	0	0	0
"g23143.t1"	184	540	225	60	59	239	444	164	128	195	312	235
"g14622.t1"	39	41	70	33	7	58	471	302	189	266	268	174
"g3204.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g13783.t1"	946	686	1024	1085	554	556	1825	1338	781	983	390	858
"g5388.t1"	17	40	79	0	8	17	56	30	20	47	48	16
"g11174.t1"	121	34	71	51	61	81	172	196	58	147	190	95
"g12541.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g19542.t1"	6	17	9	0	0	0	0	0	6	0	0	0
"g21166.t1"	121	308	380	43	12	132	214	111	58	57	49	79
"g21166.t2"	0	11	0	0	0	3	3	0	0	0	0	0
"g21166.t3"	0	0	0	0	0	0	0	0	0	0	0	2
"g3037.t1"	7	18	9	34	9	0	61	37	65	33	80	27
"g588.t1"	391	1791	10373	44	128	19193	17	150	413	56	315	340
"g20868.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g7541.t1"	182	256	78	14	37	151	0	53	5	33	49	40
"g2713.t2"	42	133	5	0	0	6	64	0	0	125	0	7
"g2713.t3"	145	135	166	17	39	80	277	247	155	188	143	209
"g17934.t1"	0	17	17	0	0	8	0	2	2	0	0	10
"g3845.t1"	15	20	85	0	0	49	92	84	17	77	20	12
"g19041.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g13468.t1"	386	1963	104	3	0	13	18	36	48	0	0	7
"g23557.t1"	25	28	26	19	3	0	123	93	29	61	14	64
"g1191.t1"	2	0	0	0	0	0	0	5	0	0	0	4
"g17983.t1"	310	543	388	11	27	510	146	70	28	56	42	75
"g8355.t1"	1049	1271	1072	549	434	1054	2113	1282	916	1327	1385	1070
"g11645.t1"	22	27	50	50	0	58	202	45	0	31	0	245
"g971.t1"	422	376	498	938	195	277	871	885	933	670	875	837
"g21901.t2"	57	0	117	59	41	31	180	146	108	115	36	81
"g21901.t1"	11	108	0	15	0	10	0	0	0	29	0	0
"g22114.t1"	176	265	505	221	90	230	180	256	282	148	463	222
"g17981.t1"	40	111	63	2	5	74	30	7	3	19	7	5
"g14986.t2"	701	764	872	490	379	891	741	582	615	537	480	372
"g18855.t1"	47	102	133	107	16	90	514	344	288	536	369	398
"g22116.t1"	4	4	0	1	0	0	0	0	0	0	0	0
"g8357.t2"	1106	1083	1662	1161	0	1999	2617	1557	2034	2241	1230	1882
"g8357.t1"	956	104	60	166	1738	114	137	34	161	112	977	50
"g15328.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g7520.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g12481.t1"	830	577	471	446	386	740	651	507	600	521	293	371
"g14620.t1"	3	8	24	7	0	14	85	25	27	58	43	26
"g19101.t2"	0	0	0	0	0	0	0	0	0	0	0	0
"g16333.t1"	7	0	0	0	0	0	0	0	0	0	0	0
"g1978.t1"	12	0	20	0	0	0	0	0	7	0	0	0
"g21362.t1"	6	26	0	0	0	0	32	0	0	0	0	0
"g17742.t1"	2	7	1	7	0	14	6	1	1	1	0	1
"g11698.t1"	107	18	21	142	16	72	455	620	314	589	1063	797
"g18857.t1"	28	56	67	78	7	39	134	109	102	93	130	64
"g12690.t1"	3	0	0	2	0	0	0	0	2	2	0	7
"g10670.t1"	1021	1151	1161	1113	667	579	6381	4829	4274	4124	5192	3132
"g18908.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g6518.t1"	0	18	14	0	8	0	74	40	29	59	233	34
"g22066.t1"	30	73	24	7	0	34	89	25	34	68	0	90
"g13543.t1"	1090	1514	1539	679	534	1122	1120	584	778	1483	579	525
"g14705.t1"	13	4	0	4	13	14	0	0	4	0	0	0
"g17027.t1"	113	86	151	137	156	249	24	38	23	65	374	181
"g8084.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g21738.t1"	19	13	35	8	25	67	0	0	0	0	0	0
"g10672.t1"	394	245	261	441	181	197	689	484	255	405	489	558
"g5506.t1"	6	0	0	0	0	0	9	0	0	0	0	0
"g22929.t1"	10257	10151	7465	8235	9630	10984	10360	6751	10188	9597	8435	7211
"g11139.t1"	70	195	127	38	15	145	333	132	105	147	51	167
"g1330.t1"	0	0	0	0	0	0	42	0	0	0	0	0
"g1517.t1"	0	0	1	0	0	0	0	0	0	0	0	0
"g11232.t1"	7	0	43	0	0	52	3	2	0	3	0	5
"g14707.t1"	0	29	61	0	0	44	0	8	8	0	0	5
"g19598.t1"	2	0	0	0	0	3	0	2	3	0	0	0
"g15169.t1"	0	0	5	0	0	0	0	4	0	0	0	2
"g8086.t1"	74	118	102	45	38	24	262	194	111	173	126	130
"g8888.t1"	1440	7877	3452	66	91	7999	264	80	64	10	26	70
"g11262.t1"	3	0	0	6	0	3	0	0	0	0	0	0
"g23028.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g22370.t1"	0	15	28	0	0	24	0	0	0	0	0	0
"g19974.t1"	76	130	88	34	36	0	174	59	61	193	0	147
"g7389.t1"	4	2	0	1	4	6	3	0	0	9	0	6
"g18388.t2"	7	0	2	0	5	0	3	21	0	2	0	0
"g18388.t1"	11	2	3	4	4	8	14	2	3	11	0	5
"g3468.t1"	81	177	155	129	39	38	438	392	209	271	317	317
"g21939.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g21939.t2"	0	3	0	0	0	0	0	0	0	0	0	0
"g21360.t1"	485	430	520	1020	549	437	1264	773	836	664	1113	523
"g21360.t2"	2	10	7	75	5	5	14	9	6	7	0	0
"g533.t2"	0	7	1	3	0	1	3	2	0	0	0	0
"g533.t1"	15	47	62	6	11	79	39	41	33	36	68	24
"g15588.t1"	1324	397	550	1826	852	822	982	397	358	932	330	648
"g7017.t1"	4	0	11	9	1	13	0	0	2	7	0	3
"g4486.t1"	7	46	178	0	0	251	0	8	27	0	0	12
"g11176.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g11176.t2"	10	104	28	0	0	36	24	14	0	0	0	15
"g1332.t1"	93	115	62	61	8	26	185	143	130	172	174	135
"g9863.t1"	2299	1229	1002	1996	3125	1175	961	467	621	381	124	473
"g9863.t2"	1446	973	782	1507	2129	914	536	422	277	215	147	195
"g13929.t1"	11	41	128	18	15	88	370	237	201	370	451	208
"g21381.t1"	929	418	649	539	732	624	769	309	257	451	464	391
"g8747.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g7015.t1"	0	0	0	0	0	0	0	0	0	0	0	6
"g12348.t1"	77	166	32	0	0	46	30	44	10	14	81	48
"g10876.t1"	157	93	94	64	33	28	285	387	173	265	136	158
"g16814.t1"	48	48	66	42	18	90	242	217	76	155	173	231
"g982.t1"	0	0	0	0	0	0	3	0	0	0	0	0
"g21519.t1"	35	48	224	0	0	324	0	12	52	0	0	11
"g19397.t1"	0	0	0	2	0	0	0	0	0	0	0	0
"g23076.t1"	119	0	18	0	0	6	0	0	0	9	0	0
"g11596.t1"	0	0	0	0	0	0	0	0	4	0	0	0
"g4579.t1"	161	230	192	74	75	158	190	76	25	57	0	39
"g7307.t1"	0	0	0	0	0	0	2	0	0	0	0	2
"g23567.t1"	2396	2096	1652	1471	1708	1734	2336	1105	1049	1799	786	1680
"g23567.t2"	0	0	0	0	0	0	0	0	0	0	63	0
"g16755.t1"	2	20	3	0	0	0	12	0	0	6	0	0
"g514.t1"	61	59	149	41	8	28	602	117	153	241	169	174
"g18733.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g15799.t1"	0	9	0	0	0	0	7	10	18	0	0	9
"g18354.t1"	477	580	427	170	113	193	587	371	433	848	288	882
"g2433.t1"	413	234	311	239	167	144	708	490	510	611	324	430
"g12483.t1"	176	86	178	116	58	147	867	653	435	664	337	549
"g18605.t1"	0	0	0	2	0	0	0	0	0	0	0	0
"g19833.t1"	2224	1151	1726	3830	3096	1346	2202	2036	2216	2091	1306	1992
"g19320.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g19320.t3"	0	3	13	4	0	55	0	0	6	0	0	2
"g19320.t2"	0	4	0	0	0	79	0	0	0	0	0	0
"g3200.t1"	738	2557	1258	46	136	1418	86	124	70	11	22	76
"g12169.t1"	8	0	5	0	2	0	12	1	0	0	0	3
"g11637.t1"	856	40	0	38	23	47	2	3	2	4	9	20
"g10445.t1"	52	31	27	0	17	0	33	25	12	65	5	87
"g10408.t1"	3	2	2	58	2	2	3	4	3	1	6	4
"g12692.t1"	406	742	430	151	93	256	840	436	605	611	208	425
"g12955.t1"	118	296	240	180	166	270	484	365	394	781	849	341
"g12955.t2"	267	237	91	70	0	0	300	233	0	29	0	267
"g18607.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g6939.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g10874.t1"	9	18	5	10	17	8	6	14	2	4	35	26
"g21383.t1"	339	299	404	383	233	251	774	401	574	685	635	405
"g14082.t1"	34	44	82	12	24	11	142	53	69	133	37	75
"g17637.t1"	189	264	219	135	76	168	254	173	81	80	98	122
"g979.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g4966.t2"	6	180	130	126	0	0	462	0	0	333	0	36
"g22792.t1"	63	38	28	1	26	26	129	64	20	93	194	66
"g11826.t1"	104	134	143	95	26	15	297	142	115	194	271	144
"g22401.t1"	92	402	96	51	2	49	8	21	13	38	0	1
"g18418.t1"	22	9	9	0	4	4	34	10	0	1	0	0
"g7401.t1"	0	0	3	0	0	3	0	3	0	0	0	0
"g256.t5"	188	212	139	26	0	145	240	148	149	97	165	146
"g256.t4"	0	0	0	0	0	0	0	0	0	0	0	0
"g19939.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g256.t2"	0	14	17	0	0	0	48	19	0	0	0	0
"g256.t1"	0	0	0	0	0	0	7	0	0	0	0	23
"g5543.t1"	25	131	180	13	68	111	62	250	21	33	332	47
"g10623.t1"	1175	1491	513	417	1152	607	1055	633	647	658	390	228
"g13505.t1"	21	20	43	0	4	87	44	11	21	67	0	14
"g23565.t1"	237	671	233	36	28	206	344	261	132	75	100	283
"g9018.t1"	30	8	0	8	3	0	0	0	8	5	0	6
"g24062.t1"	63	43	47	7	54	20	54	13	9	29	0	26
"g14628.t1"	45	40	54	36	0	23	73	64	72	63	64	42
"g7424.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g11791.t1"	1900	1155	862	2437	1194	753	1452	1067	1067	813	625	690
"g19976.t1"	19	0	0	3	0	0	6	0	1	0	0	17
"g5541.t1"	371	1178	1308	314	1203	1097	655	2268	30	442	1926	895
"g10621.t1"	419	197	166	10	15	25	186	149	83	85	131	127
"g20856.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g2493.t1"	1828	786	1170	1031	599	748	1166	779	785	633	464	507
"g3712.t1"	0	1	0	1	0	0	0	0	0	0	0	0
"g24060.t1"	0	6	0	0	7	0	0	0	0	0	0	0
"g16510.t1"	191	115	257	207	45	105	504	375	434	401	744	276
"g20991.t1"	3	0	0	0	0	0	0	7	0	0	0	0
"g4420.t1"	163	223	95	94	161	161	125	161	147	175	169	99
"g10102.t1"	6	49	9	2	11	7	16	9	21	11	0	38
"g16698.t1"	16	76	34	0	0	0	8	12	0	0	9	11
"g12572.t1"	0	24	8	3	0	0	16	10	3	58	0	11
"g2679.t1"	0	0	0	14	0	0	44	0	0	12	0	41
"g17964.t1"	138	476	574	324	162	213	1961	851	1164	1212	1181	632
"g5657.t1"	181	175	107	82	76	88	374	225	167	271	240	259
"g18763.t1"	0	27	16	0	6	16	54	22	7	38	0	20
